"Trước khi bắt đầu làm thí nghiệm trong phòng thực hành, học sinh cần phải làm gì?","Đọc kĩ nội quy và chỉ tiến hành khi có sự hướng dẫn, giám sát của giáo viên."
"Tóc dài khi vào phòng thực hành cần phải xử lý thế nào?","Phải buộc tóc gọn gàng."
"Cặp, túi, ba lô mang theo vào phòng thực hành phải để ở đâu?","Phải để đúng nơi quy định, không để trên bàn thí nghiệm."
"Trong phòng thực hành có được phép ăn uống hay đùa giỡn không?","Tuyệt đối không ăn, uống, đùa nghịch hay làm mất trật tự."
"Hãy kể tên các trang bị bảo hộ cá nhân cơ bản khi làm thí nghiệm.","Kính bảo vệ mắt, găng tay, áo choàng (nếu có), khẩu trang."
"Có được phép tự ý nếm hoặc ngửi hóa chất không?","Tuyệt đối không được nếm thử hoặc ngửi hóa chất trực tiếp."
"Khi không may bị hóa chất bám vào tay hoặc da, bước sơ cứu đầu tiên là gì?","Cởi bỏ phần quần áo dính hóa chất, xả tay dưới vòi nước sạch ngay lập tức và báo cho giáo viên."
"Khi làm vỡ dụng cụ thủy tinh hoặc làm đổ hóa chất, em phải làm gì?","Giữ nguyên hiện trường, thông báo ngay cho giáo viên để được hướng dẫn xử lý an toàn."
"Sau khi làm xong thí nghiệm, hóa chất thừa và rác thải phải xử lý thế nào?","Phải thu gom và đổ đúng nơi quy định."
"Bước bắt buộc phải làm trước khi rời khỏi phòng thực hành là gì?","Rửa sạch tay bằng nước sạch và xà phòng."
"Biển cảnh báo có hình tròn, viền đỏ, nền trắng biểu thị nhóm ý nghĩa gì?","Kí hiệu cảnh báo cấm (Ví dụ: cấm lửa, cấm ăn uống)."
"Biển cảnh báo có hình tam giác đều, viền đen/đỏ, nền vàng biểu thị điều gì?","Cảnh báo các khu vực nguy hiểm (Ví dụ: nguy hiểm về điện, chất độc sinh học)."
"Biển cảnh báo có hình vuông, viền đen, nền đỏ cam biểu thị điều gì?","Cảnh báo nguy hại do hóa chất gây ra (Ví dụ: chất dễ cháy, chất ăn mòn)."
"Biển cảnh báo có hình chữ nhật, nền xanh hoặc đỏ biểu thị điều gì?","Cảnh báo chỉ dẫn thực hiện (Ví dụ: lối thoát hiểm, nơi để bình chữa cháy)."
"Biển báo có hình đầu lâu xương chéo nền vàng có ý nghĩa gì?","Cảnh báo chất độc sinh học hoặc nơi chứa chất độc."
"Kích thước, thể tích, khối lượng, nhiệt độ của một vật thể được gọi chung là gì?","Các đại lượng vật lí."
"GHĐ của một dụng cụ đo là viết tắt của từ gì và mang ý nghĩa gì?","Giới hạn đo - là giá trị lớn nhất được ghi trên vạch chia của dụng cụ đo đó."
"ĐCNN của một dụng cụ đo là viết tắt của từ gì và mang ý nghĩa gì?","Độ chia nhỏ nhất - là khoảng cách (giá trị) giữa hai vạch chia liên tiếp trên dụng cụ đo."
"Để đo thể tích chất lỏng trong phòng thực hành, người ta thường dùng dụng cụ nào?","Ống đong (bình chia độ), cốc chia độ, ống hút nhỏ giọt (pipette)."
"Khi đọc thể tích chất lỏng bằng ống đong, ta phải đặt mắt ở vị trí nào?","Đặt mắt nhìn ngang bằng với độ cao mực chất lỏng trong ống."
"Để đo khối lượng của một vật, ta dùng dụng cụ gì?","Các loại cân (Ví dụ: cân đồng hồ, cân điện tử, cân y tế, cân Roberval)."
"Dụng cụ nào được sử dụng để đo độ nóng, lạnh (nhiệt độ) của một vật?","Nhiệt kế (Ví dụ: nhiệt kế y tế, nhiệt kế điện tử, nhiệt kế rượu)."
"Để đo thời gian một bạn chạy cự ly ngắn, ta nên dùng dụng cụ gì cho chính xác nhất?","Đồng hồ bấm giây."
"Chức năng chính của kính lúp cầm tay là gì?","Quan sát rõ hơn các vật thể nhỏ mà mắt thường khó nhìn thấy chi tiết (Ví dụ: gân lá, vân tay)."
"Kính lúp thông thường có khả năng phóng to ảnh của vật lên khoảng bao nhiêu lần?","Phóng to từ 3 đến 20 lần."
"Cấu tạo của kính lúp cầm tay gồm 3 bộ phận chính nào?","Mặt kính, khung kính và tay cầm."
"Để quan sát tế bào sinh vật hoặc vi khuẩn, ta phải dùng dụng cụ nào?","Kính hiển vi quang học (do kích thước vật rất nhỏ bé, kính lúp không đủ độ phóng đại)."
"Độ phóng đại của kính hiển vi quang học trong phòng thực hành thường là bao nhiêu?","Có thể phóng to từ 40 đến 3000 lần."
"Kính hiển vi quang học bao gồm 4 hệ thống chính nào?","Hệ thống giá đỡ, hệ thống phóng đại, hệ thống chiếu sáng và hệ thống điều chỉnh."
"Khi di chuyển kính hiển vi, ta phải cầm như thế nào cho an toàn và đúng cách?","Phải dùng hai tay: một tay đỡ chân kính, một tay cầm chắc thân kính."
Nếu bạn dùng file này để mở bằng Excel, hãy dùng tính năng Data -> From 
